ORDERDATE,PRODUCTLINE,CUSTOMERNAME,COUNTRY,SALES,QUANTITYORDERED,PRICEEACH,STATUS
2004-12-10,Vintage Cars,Mini Gifts Distributors Ltd.,USA,3572.33,41,87.13,Shipped
2005-01-20,Vintage Cars,Collectables For Less Inc.,USA,4581.36,42,100.0,Shipped
2005-02-17,Vintage Cars,Corporate Gift Ideas Co.,USA,4319.76,41,100.0,Shipped
2005-03-09,Vintage Cars,"Anna's Decorations, Ltd",Australia,1448.0,32,45.25,Shipped
2005-05-30,Vintage Cars,Petit Auto,Belgium,881.4,10,88.14,In Process
2003-01-29,Vintage Cars,Baane Mini Imports,Norway,2011.1,35,57.46,Shipped
2003-03-25,Vintage Cars,Mini Wheels Co.,USA,1801.24,28,64.33,Shipped
2003-05-28,Vintage Cars,"Corrida Auto Replicas, Ltd",Spain,3390.2,46,73.7,Shipped
2003-07-16,Vintage Cars,Souveniers And Things Co.,Australia,1424.0,20,71.2,Shipped
2003-09-19,Vintage Cars,"Dragon Souveniers, Ltd.",Singapore,1499.1,30,49.97,Shipped
2003-10-20,Vintage Cars,Classic Legends Inc.,USA,3358.08,48,69.96,Shipped
2003-11-05,Vintage Cars,Rovelli Gifts,Italy,1504.16,28,53.72,Shipped
2003-11-13,Vintage Cars,"Classic Gift Ideas, Inc",USA,2655.12,39,68.08,Shipped
2003-11-21,Vintage Cars,"Australian Collectables, Ltd",Australia,1244.16,24,51.84,Shipped
2003-12-05,Vintage Cars,Canadian Gift Exchange Network,Canada,1888.88,28,67.46,Shipped
2004-01-29,Vintage Cars,West Coast Collectables Co.,USA,1820.01,31,58.71,Shipped
2004-03-10,Vintage Cars,Cambridge Collectables Co.,USA,2866.95,45,63.71,Shipped
2004-04-29,Vintage Cars,Euro Shopping Channel,Spain,1394.16,24,58.09,Shipped
2004-06-14,Vintage Cars,The Sharp Gifts Warehouse,USA,2632.28,49,53.72,Shipped
2004-07-16,Vintage Cars,Salzburg Collectables,Austria,2018.56,32,63.08,Shipped
2004-08-17,Vintage Cars,Amica Models & Co.,Italy,2954.53,43,68.71,Shipped
2004-09-08,Vintage Cars,Scandinavian Gift Ideas,Sweden,1871.83,37,50.59,Shipped
2004-10-11,Vintage Cars,Auto Assoc. & Cie.,France,1559.04,24,64.96,Shipped
2004-10-21,Vintage Cars,Mini Gifts Distributors Ltd.,USA,1880.2,35,53.72,Shipped
2004-11-04,Vintage Cars,Online Diecast Creations Co.,USA,1224.67,41,29.87,Shipped
2004-11-17,Vintage Cars,"AV Stores, Co.",UK,2979.08,26,100.0,Shipped
2004-11-29,Vintage Cars,"Australian Collectors, Co.",Australia,2208.64,34,64.96,Shipped
2004-12-10,Vintage Cars,Mini Gifts Distributors Ltd.,USA,3458.42,49,70.58,Shipped
2005-01-20,Vintage Cars,Collectables For Less Inc.,USA,1237.88,28,44.21,Shipped
2005-02-17,Vintage Cars,Corporate Gift Ideas Co.,USA,2723.2,40,68.08,Shipped
2005-03-10,Vintage Cars,Mini Auto Werke,Austria,2218.52,37,59.96,Shipped
2005-05-30,Vintage Cars,Petit Auto,Belgium,1665.32,31,53.72,In Process
2003-02-17,Ships,Rovelli Gifts,Italy,3421.04,41,83.44,Shipped
2003-04-28,Ships,Salzburg Collectables,Austria,1878.66,21,89.46,Shipped
2003-06-16,Ships,Auto-Moto Classics Inc.,USA,3853.6,40,96.34,Shipped
2003-08-10,Ships,Mini Creations Ltd.,USA,3442.64,46,74.84,Shipped
2003-10-06,Ships,"Toys of Finland, Co.",Finland,3482.16,44,79.14,Shipped
2003-10-23,Ships,Scandinavian Gift Ideas,Sweden,3363.52,46,73.12,Cancelled
2003-11-08,Ships,Alpha Cognac,France,3350.52,41,81.72,Shipped
2003-11-14,Ships,"Double Decker Gift Stores, Ltd",UK,2862.72,32,89.46,Shipped
2003-11-26,Ships,Enaco Distributors,Spain,4036.04,46,87.74,Shipped
2004-01-09,Ships,"Men 'R' US Retailers, Ltd.",USA,2817.92,28,100.0,Shipped
2004-02-19,Ships,Collectable Mini Designs Co.,USA,4636.38,49,94.62,Shipped
2004-05-07,Ships,Land of Toys Inc.,USA,1553.58,21,73.98,Cancelled
2004-06-24,Ships,Euro Shopping Channel,Spain,2697.6,32,84.3,Cancelled
2004-07-21,Ships,Petit Auto,Belgium,3334.04,34,98.06,Shipped
2004-08-20,Ships,"Royal Canadian Collectables, Ltd.",Canada,2059.26,21,98.06,Shipped
2004-09-15,Ships,"Bavarian Collectables Imports, Co.",Germany,2023.14,21,96.34,Shipped
2004-10-14,Ships,"Classic Gift Ideas, Inc",USA,2586.64,31,83.44,Shipped
2004-11-01,Ships,giftsbymail.co.uk,UK,1987.02,21,94.62,Shipped
2004-11-10,Ships,Danish Wholesale Imports,Denmark,1146.5,25,45.86,Resolved
2004-11-22,Ships,Royale Belge,Belgium,2312.24,28,82.58,Shipped
2004-12-02,Ships,Euro Shopping Channel,Spain,2793.71,43,64.97,Shipped
2005-01-31,Ships,"Oulu Toy Supplies, Inc.",Finland,1908.28,22,86.74,Shipped
2005-03-01,Ships,Euro Shopping Channel,Spain,3441.37,37,93.01,Resolved
2005-03-30,Ships,Reims Collectables,France,2023.28,28,72.26,Shipped
2005-04-01,Ships,The Sharp Gifts Warehouse,USA,2245.2,30,74.84,Shipped
2005-05-06,Ships,Gifts4AllAges.com,USA,3255.12,44,73.98,On Hold
2003-01-29,Vintage Cars,Baane Mini Imports,Norway,2539.5,25,100.0,Shipped
2003-03-25,Vintage Cars,Mini Wheels Co.,USA,4818.15,43,100.0,Shipped
2003-05-28,Vintage Cars,"Corrida Auto Replicas, Ltd",Spain,2921.7,30,97.39,Shipped
2003-07-16,Vintage Cars,Souveniers And Things Co.,Australia,1801.2,20,90.06,Shipped
2003-09-19,Vintage Cars,"Dragon Souveniers, Ltd.",Singapore,2804.36,26,100.0,Shipped
2003-10-20,Vintage Cars,Classic Legends Inc.,USA,4900.8,40,100.0,Shipped
2003-11-05,Vintage Cars,Rovelli Gifts,Italy,2759.31,31,89.01,Shipped
2003-11-13,Vintage Cars,"Classic Gift Ideas, Inc",USA,2488.2,22,100.0,Shipped
2003-11-21,Vintage Cars,"Australian Collectables, Ltd",Australia,2769.89,23,100.0,Shipped
2003-12-05,Vintage Cars,Canadian Gift Exchange Network,Canada,3581.4,30,100.0,Shipped
2004-01-29,Vintage Cars,West Coast Collectables Co.,USA,5285.14,49,100.0,Shipped
2004-03-10,Vintage Cars,Cambridge Collectables Co.,USA,3181.53,31,100.0,Shipped
2004-04-29,Vintage Cars,Euro Shopping Channel,Spain,3340.51,29,100.0,Shipped
2004-06-14,Vintage Cars,The Sharp Gifts Warehouse,USA,3138.34,37,84.82,Shipped
2004-07-19,Vintage Cars,Souveniers And Things Co.,Australia,4775.08,38,100.0,Shipped
2004-08-17,Vintage Cars,Amica Models & Co.,Italy,3006.43,29,100.0,Shipped
2004-09-08,Vintage Cars,Scandinavian Gift Ideas,Sweden,2866.26,23,100.0,Shipped
2004-10-11,Vintage Cars,Auto Assoc. & Cie.,France,2232.62,26,85.87,Shipped
2004-10-21,Vintage Cars,Mini Gifts Distributors Ltd.,USA,4457.02,38,100.0,Shipped
2004-11-04,Vintage Cars,Online Diecast Creations Co.,USA,2257.92,48,47.04,Shipped
2004-11-17,Vintage Cars,"AV Stores, Co.",UK,1592.0,40,39.8,Shipped
2004-11-29,Vintage Cars,"Australian Collectors, Co.",Australia,4948.2,45,100.0,Shipped
2004-12-10,Vintage Cars,Mini Gifts Distributors Ltd.,USA,5160.76,44,100.0,Shipped
2005-01-20,Vintage Cars,Collectables For Less Inc.,USA,1978.62,21,94.22,Shipped
2005-02-17,Vintage Cars,Corporate Gift Ideas Co.,USA,4288.2,35,100.0,Shipped
2005-03-10,Vintage Cars,Mini Auto Werke,Austria,2520.68,29,86.92,Shipped
2005-05-30,Vintage Cars,Petit Auto,Belgium,1781.22,21,84.82,In Process
2003-02-11,Vintage Cars,Danish Wholesale Imports,Denmark,3065.04,22,100.0,Shipped
2003-04-16,Vintage Cars,"Dragon Souveniers, Ltd.",Singapore,3551.34,26,100.0,Shipped
2003-06-06,Vintage Cars,Euro Shopping Channel,Spain,5544.02,41,100.0,Shipped
2003-08-08,Vintage Cars,Mini Gifts Distributors Ltd.,USA,6034.33,47,100.0,Shipped
2003-09-28,Vintage Cars,Euro Shopping Channel,Spain,3641.57,31,100.0,Shipped
2003-10-21,Vintage Cars,FunGiftIdeas.com,USA,6930.74,43,100.0,Shipped
2003-11-07,Vintage Cars,CAF Imports,Spain,3675.63,23,100.0,Shipped
2003-11-14,Vintage Cars,Mini Creations Ltd.,USA,3442.04,28,100.0,Shipped
2003-11-26,Vintage Cars,Super Scale Inc.,USA,6893.81,49,100.0,Shipped
2004-01-02,Vintage Cars,"Saveley & Henriot, Co.",France,2622.48,24,100.0,Shipped
2004-02-18,Vintage Cars,Petit Auto,Belgium,4417.38,33,100.0,Shipped
2004-03-20,Vintage Cars,giftsbymail.co.uk,UK,3606.02,22,100.0,Shipped
2004-05-07,Vintage Cars,Land of Toys Inc.,USA,3802.56,32,100.0,Cancelled
2004-07-21,Vintage Cars,Petit Auto,Belgium,5026.4,40,100.0,Shipped
2004-08-20,Vintage Cars,Mini Gifts Distributors Ltd.,USA,6695.53,43,100.0,Shipped
2004-09-09,Vintage Cars,Amica Models & Co.,Italy,2819.28,24,100.0,Shipped
2004-10-14,Vintage Cars,"AV Stores, Co.",UK,3759.04,32,100.0,Shipped
2004-10-22,Vintage Cars,Heintze Collectables,Denmark,2731.8,20,100.0,Shipped
2004-11-05,Vintage Cars,Baane Mini Imports,Norway,1658.88,24,69.12,Shipped
2004-11-20,Vintage Cars,"La Corne D'abondance, Co.",France,5778.24,48,100.0,Shipped
2004-12-02,Vintage Cars,Euro Shopping Channel,Spain,5191.12,44,100.0,Shipped
2005-01-26,Vintage Cars,"Tokyo Collectables, Ltd",Japan,3862.88,28,100.0,Shipped
2005-02-22,Vintage Cars,Euro Shopping Channel,Spain,1476.48,24,61.52,Shipped
2005-03-23,Vintage Cars,Mini Gifts Distributors Ltd.,USA,5273.73,33,100.0,Shipped
2005-05-06,Vintage Cars,Gifts4AllAges.com,USA,4872.03,41,100.0,On Hold
2003-01-31,Classic Cars,Euro Shopping Channel,Spain,4556.99,23,100.0,Shipped
2003-03-10,Classic Cars,Motor Mint Distributors Inc.,USA,8257.0,46,100.0,Shipped
2003-04-01,Classic Cars,"La Corne D'abondance, Co.",France,8209.44,48,100.0,Shipped
2003-05-08,Classic Cars,Marseille Mini Autos,France,3598.5,25,100.0,Shipped
2003-06-03,Classic Cars,Muscle Machine Inc,USA,3837.24,22,100.0,Shipped
2003-07-04,Classic Cars,Alpha Cognac,France,8331.61,41,100.0,Shipped
2003-08-01,Classic Cars,Suominen Souveniers,Finland,4836.5,34,100.0,Shipped
2003-09-11,Classic Cars,"Anna's Decorations, Ltd",Australia,5418.88,32,100.0,Shipped
2003-09-21,Classic Cars,"Oulu Toy Supplies, Inc.",Finland,3734.01,21,100.0,Shipped
2003-10-11,Classic Cars,"Men 'R' US Retailers, Ltd.",USA,3996.4,20,100.0,Shipped
2003-10-22,Classic Cars,"Dragon Souveniers, Ltd.",Singapore,8754.69,47,100.0,Shipped
2003-11-05,Classic Cars,Quebec Home Shopping Network,Canada,5481.45,39,100.0,Shipped
2003-11-06,Classic Cars,"Stylish Desk Decors, Co.",UK,4419.89,29,100.0,Shipped
2003-11-12,Classic Cars,Herkku Gifts,Norway,6324.75,45,100.0,Shipped
2003-11-14,Classic Cars,"Iberia Gift Imports, Corp.",Spain,4409.72,28,100.0,Shipped
2003-11-20,Classic Cars,Online Diecast Creations Co.,USA,3918.46,26,100.0,Shipped
2003-11-25,Classic Cars,Mini Classics,USA,7620.5,50,100.0,Shipped
2003-12-02,Classic Cars,Euro Shopping Channel,Spain,8291.04,48,100.0,Shipped
2003-12-09,Classic Cars,Diecast Collectables,USA,3937.25,25,100.0,Shipped
2004-01-16,Classic Cars,Euro Shopping Channel,Spain,5554.4,40,100.0,Shipped
2004-02-22,Classic Cars,"Vida Sport, Ltd",Switzerland,6407.86,43,100.0,Shipped
2004-03-11,Classic Cars,Mini Gifts Distributors Ltd.,USA,4172.52,22,100.0,Shipped
2004-04-12,Classic Cars,"Oulu Toy Supplies, Inc.",Finland,7083.37,47,100.0,Shipped
2004-05-05,Classic Cars,Euro Shopping Channel,Spain,7132.68,36,100.0,Shipped
2004-06-01,Classic Cars,"UK Collectables, Ltd.",UK,6773.6,40,100.0,Cancelled
2004-06-15,Classic Cars,Handji Gifts& Co,Singapore,3657.69,27,100.0,Shipped
2004-07-06,Classic Cars,L'ordine Souveniers,Italy,4812.55,29,100.0,Shipped
2004-07-20,Classic Cars,Mini Gifts Distributors Ltd.,USA,3928.6,20,100.0,Shipped
2004-08-06,Classic Cars,Signal Gift Stores,USA,6401.22,42,100.0,Shipped
2004-08-19,Classic Cars,Diecast Classics Inc.,USA,4191.25,25,100.0,Shipped
2004-08-30,Classic Cars,"Vida Sport, Ltd",Switzerland,5852.52,36,100.0,Shipped
2004-09-08,Classic Cars,Land of Toys Inc.,USA,2844.87,21,100.0,Shipped
2003-10-05,Classic Cars,"Norway Gifts By Mail, Co.",Norway,4011.66,23,100.0,Shipped
2004-10-13,Classic Cars,Marta's Replicas Co.,USA,7455.87,37,100.0,Shipped
2004-10-16,Classic Cars,"Toms Spezialitten, Ltd",Germany,8940.96,48,100.0,Shipped
2004-10-22,Classic Cars,Canadian Gift Exchange Network,Canada,4572.25,25,100.0,Shipped
2004-11-04,Classic Cars,FunGiftIdeas.com,USA,5700.09,33,100.0,Shipped
2004-11-05,Classic Cars,Vitachrome Inc.,USA,3155.49,27,100.0,Shipped
2004-11-17,Classic Cars,Motor Mint Distributors Inc.,USA,4170.69,27,100.0,Shipped
2004-11-19,Classic Cars,"Volvo Model Replicas, Co",Sweden,2878.8,20,100.0,On Hold
2004-11-24,Classic Cars,"Australian Collectors, Co.",Australia,5029.5,30,100.0,Shipped
2004-12-01,Classic Cars,Muscle Machine Inc,USA,7396.8,48,100.0,Shipped
2004-12-10,Classic Cars,Euro Shopping Channel,Spain,2991.68,32,93.49,Shipped
2005-01-10,Classic Cars,Royale Belge,Belgium,6275.72,34,100.0,Shipped
2005-01-20,Classic Cars,"Anna's Decorations, Ltd",Australia,1534.95,27,56.85,Shipped
2005-02-09,Classic Cars,"Toys of Finland, Co.",Finland,7264.53,39,100.0,Shipped
2005-02-22,Classic Cars,Euro Shopping Channel,Spain,6869.05,47,100.0,Shipped
2005-03-15,Classic Cars,Euro Shopping Channel,Spain,3353.02,22,100.0,Shipped
2005-04-14,Classic Cars,Mini Caravy,France,8289.05,55,100.0,Shipped
2005-05-03,Classic Cars,Euro Shopping Channel,Spain,11887.8,60,100.0,Shipped
2005-05-17,Classic Cars,Salzburg Collectables,Austria,5926.9,35,100.0,Shipped
2005-05-31,Classic Cars,La Rochelle Gifts,France,3793.16,28,100.0,In Process
2003-02-11,Trains,Danish Wholesale Imports,Denmark,4330.1,38,100.0,Shipped
2003-04-16,Trains,"Dragon Souveniers, Ltd.",Singapore,2011.8,21,95.8,Shipped
2003-06-06,Trains,Euro Shopping Channel,Spain,4837.18,41,100.0,Shipped
2003-08-08,Trains,Mini Gifts Distributors Ltd.,USA,2151.82,22,97.81,Shipped
2003-09-28,Trains,Euro Shopping Channel,Spain,2573.46,29,88.74,Shipped
2003-10-22,Trains,"Dragon Souveniers, Ltd.",Singapore,5344.5,50,100.0,Shipped
2003-11-07,Trains,CAF Imports,Spain,3070.52,29,100.0,Shipped
2003-11-14,Trains,Mini Creations Ltd.,USA,3952.83,49,80.67,Shipped
2003-11-26,Trains,Super Scale Inc.,USA,3564.75,35,100.0,Shipped
2004-01-02,Trains,"Saveley & Henriot, Co.",France,5614.56,48,100.0,Shipped
2004-02-18,Trains,Petit Auto,Belgium,1855.41,23,80.67,Shipped
2004-03-20,Trains,giftsbymail.co.uk,UK,4598.4,48,95.8,Shipped
2004-05-07,Trains,Land of Toys Inc.,USA,5082.42,42,100.0,Cancelled
2004-07-21,Trains,Petit Auto,Belgium,5450.59,47,100.0,Shipped
2004-08-20,Trains,Mini Gifts Distributors Ltd.,USA,4174.92,36,100.0,Shipped
2004-09-09,Trains,Amica Models & Co.,Italy,2418.24,22,100.0,Shipped
2004-10-14,Trains,"AV Stores, Co.",UK,3670.4,40,91.76,Shipped
2004-10-22,Trains,Heintze Collectables,Denmark,2481.7,23,100.0,Shipped
2004-11-09,Trains,"Volvo Model Replicas, Co",Sweden,3807.68,32,100.0,Shipped
2004-11-20,Trains,"La Corne D'abondance, Co.",France,2230.41,21,100.0,Shipped
2004-12-02,Trains,Euro Shopping Channel,Spain,3814.64,41,93.04,Shipped
2005-01-26,Trains,"Tokyo Collectables, Ltd",Japan,2117.75,25,84.71,Shipped
2005-02-22,Trains,Euro Shopping Channel,Spain,3340.48,26,100.0,Shipped
2005-03-23,Trains,Mini Gifts Distributors Ltd.,USA,2154.0,24,89.75,Shipped
2005-05-06,Trains,Gifts4AllAges.com,USA,5808.48,48,100.0,On Hold
2003-03-03,Classic Cars,Cruz & Sons Co.,Philippines,1777.1,26,68.35,Shipped
2003-05-08,Classic Cars,Marseille Mini Autos,France,1536.57,21,73.17,Shipped
2003-07-02,Classic Cars,Mini Gifts Distributors Ltd.,USA,3510.0,45,78.0,Shipped
2003-09-05,Classic Cars,Collectables For Less Inc.,USA,3097.44,36,86.04,Shipped
2003-10-10,Classic Cars,Corporate Gift Ideas Co.,USA,1705.41,21,81.21,Shipped
2003-11-04,Classic Cars,"Anna's Decorations, Ltd",Australia,2264.32,32,70.76,Shipped
2003-11-12,Classic Cars,Herkku Gifts,Norway,2484.6,30,82.82,Shipped
2003-11-20,Classic Cars,"Toms Spezialitten, Ltd",Germany,3415.68,36,94.88,Shipped
2003-12-02,Classic Cars,Euro Shopping Channel,Spain,2839.32,33,86.04,Shipped
2004-01-15,Classic Cars,Auto Canal Petit,France,2730.0,35,78.0,Shipped
2004-02-22,Classic Cars,"Vida Sport, Ltd",Switzerland,3540.53,37,95.69,Shipped
2004-04-09,Classic Cars,Danish Wholesale Imports,Denmark,2999.97,41,73.17,Shipped
2004-05-26,Classic Cars,Auto Canal Petit,France,1527.8,20,76.39,Shipped
2004-07-02,Classic Cars,"Australian Collectables, Ltd",Australia,3907.8,45,86.84,Shipped
2004-08-02,Classic Cars,Online Mini Collectables,USA,2658.48,38,69.96,Shipped
2004-08-30,Classic Cars,"Vida Sport, Ltd",Switzerland,3042.68,43,70.76,Shipped
2003-10-04,Classic Cars,"Blauer See Auto, Co.",Germany,3861.2,49,78.8,Shipped
2004-10-16,Classic Cars,"Toms Spezialitten, Ltd",Germany,2171.07,27,80.41,Shipped
2004-11-03,Classic Cars,Microscale Inc.,USA,3403.08,46,73.98,Shipped
2004-11-15,Classic Cars,Land of Toys Inc.,USA,2245.8,38,59.1,Shipped
2004-11-24,Classic Cars,"Australian Collectors, Co.",Australia,1668.5,25,66.74,Shipped
2005-01-06,Classic Cars,Suominen Souveniers,Finland,2773.8,46,60.3,Shipped
2005-02-10,Classic Cars,Euro Shopping Channel,Spain,2464.0,22,100.0,Shipped
2005-03-04,Classic Cars,Mini Gifts Distributors Ltd.,USA,5491.6,40,100.0,Shipped
2003-01-29,Vintage Cars,Baane Mini Imports,Norway,4791.82,46,100.0,Shipped
2003-03-25,Vintage Cars,Mini Wheels Co.,USA,4178.85,39,100.0,Shipped
2003-05-28,Vintage Cars,"Corrida Auto Replicas, Ltd",Spain,3128.92,38,82.34,Shipped
2003-07-16,Vintage Cars,Souveniers And Things Co.,Australia,3095.4,30,100.0,Shipped
2003-09-12,Vintage Cars,Signal Collectibles Ltd.,USA,3958.5,42,94.25,Shipped
2003-10-20,Vintage Cars,Classic Legends Inc.,USA,4991.44,43,100.0,Shipped
2003-11-05,Vintage Cars,Rovelli Gifts,Italy,2761.96,29,95.24,Shipped
2003-11-12,Vintage Cars,Mini Gifts Distributors Ltd.,USA,2848.23,33,86.31,Shipped
2003-11-21,Vintage Cars,"Australian Collectables, Ltd",Australia,2539.84,32,79.37,Shipped
2003-12-05,Vintage Cars,Canadian Gift Exchange Network,Canada,2444.4,28,87.3,Shipped
2004-01-29,Vintage Cars,West Coast Collectables Co.,USA,4555.92,41,100.0,Shipped
2004-03-02,Vintage Cars,"Saveley & Henriot, Co.",France,3666.96,33,100.0,Shipped
2004-04-29,Vintage Cars,Euro Shopping Channel,Spain,3035.88,36,84.33,Shipped
2004-06-14,Vintage Cars,The Sharp Gifts Warehouse,USA,2321.54,26,89.29,Shipped
2004-08-17,Vintage Cars,Amica Models & Co.,Italy,3474.46,34,100.0,Shipped
2004-09-07,Vintage Cars,Auto-Moto Classics Inc.,USA,2501.98,26,96.23,Shipped
2004-10-11,Vintage Cars,Auto Assoc. & Cie.,France,3958.46,38,100.0,Shipped
2004-10-21,Vintage Cars,Mini Gifts Distributors Ltd.,USA,3535.95,33,100.0,Shipped
2004-11-05,Vintage Cars,"Blauer See Auto, Co.",Germany,3011.91,33,91.27,Shipped
2004-11-18,Vintage Cars,Mini Wheels Co.,USA,11336.7,46,100.0,Shipped
2004-11-29,Vintage Cars,"Australian Collectors, Co.",Australia,2656.94,26,100.0,Shipped
2004-12-10,Vintage Cars,Mini Gifts Distributors Ltd.,USA,2604.25,25,100.0,Shipped
2005-01-20,Vintage Cars,Collectables For Less Inc.,USA,3288.6,45,73.08,Shipped
2005-02-17,Vintage Cars,Mini Gifts Distributors Ltd.,USA,8935.5,50,100.0,Shipped
2005-03-10,Vintage Cars,Mini Auto Werke,Austria,4035.96,36,100.0,Shipped
2005-05-30,Vintage Cars,Petit Auto,Belgium,1875.09,21,89.29,In Process
2003-03-03,Classic Cars,Cruz & Sons Co.,Philippines,4049.56,29,100.0,Shipped
2003-05-08,Classic Cars,Marseille Mini Autos,France,2469.39,21,100.0,Shipped
2003-07-02,Classic Cars,Mini Gifts Distributors Ltd.,USA,5432.7,42,100.0,Shipped
2003-09-05,Classic Cars,Collectables For Less Inc.,USA,4405.22,37,100.0,Shipped
2003-10-10,Classic Cars,Corporate Gift Ideas Co.,USA,3638.0,25,100.0,Shipped
2003-11-04,Classic Cars,"Anna's Decorations, Ltd",Australia,4444.92,36,100.0,Shipped
2003-11-12,Classic Cars,Herkku Gifts,Norway,3395.48,22,100.0,Shipped
2003-11-20,Classic Cars,"Toms Spezialitten, Ltd",Germany,3414.58,23,100.0,Shipped
2003-12-02,Classic Cars,Euro Shopping Channel,Spain,5127.04,32,100.0,Shipped
2004-01-15,Classic Cars,Auto Canal Petit,France,3745.28,28,100.0,Shipped
2004-02-22,Classic Cars,"Vida Sport, Ltd",Switzerland,4564.08,27,100.0,Shipped
2004-04-09,Classic Cars,Danish Wholesale Imports,Denmark,6554.24,49,100.0,Shipped
2004-05-26,Classic Cars,Auto Canal Petit,France,6749.83,41,100.0,Shipped
2004-07-02,Classic Cars,"Australian Collectables, Ltd",Australia,8427.02,49,100.0,Shipped
2004-08-02,Classic Cars,Online Mini Collectables,USA,3924.6,30,100.0,Shipped
2004-08-30,Classic Cars,"Vida Sport, Ltd",Switzerland,6761.6,40,100.0,Shipped
2003-10-04,Classic Cars,"Blauer See Auto, Co.",Germany,3786.49,23,100.0,Shipped
2004-10-16,Classic Cars,"Toms Spezialitten, Ltd",Germany,6266.12,49,100.0,Shipped
2004-11-03,Classic Cars,"Volvo Model Replicas, Co",Sweden,3491.0,25,100.0,Shipped
2004-11-16,Classic Cars,Cruz & Sons Co.,Philippines,4405.22,37,100.0,Shipped
2004-11-24,Classic Cars,"Australian Collectors, Co.",Australia,6548.3,55,100.0,Shipped
2004-12-07,Classic Cars,Euro Shopping Channel,Spain,3177.91,23,100.0,Shipped
2005-01-06,Classic Cars,Suominen Souveniers,Finland,4142.64,24,100.0,Shipped
2005-02-10,Classic Cars,Euro Shopping Channel,Spain,4149.07,43,96.49,Shipped
2005-03-04,Classic Cars,Mini Gifts Distributors Ltd.,USA,7397.0,50,100.0,Shipped
2003-03-10,Classic Cars,Motor Mint Distributors Inc.,USA,6241.6,47,100.0,Shipped
2003-05-20,Classic Cars,Atelier graphique,France,5331.88,34,100.0,Shipped
2003-07-10,Classic Cars,Reims Collectables,France,5124.3,31,100.0,Shipped
2003-09-11,Classic Cars,"Anna's Decorations, Ltd",Australia,3639.44,28,100.0,Shipped
2003-10-17,Classic Cars,Heintze Collectables,Denmark,5544.0,36,100.0,Shipped
2003-11-05,Classic Cars,Gift Depot Inc.,USA,5493.12,48,100.0,Shipped
2003-11-12,Classic Cars,Herkku Gifts,Norway,5785.26,39,100.0,Shipped
2003-11-20,Classic Cars,Online Diecast Creations Co.,USA,5340.6,45,100.0,Shipped
2003-12-02,Classic Cars,Muscle Machine Inc,USA,5735.8,35,100.0,Shipped
2004-01-16,Classic Cars,Euro Shopping Channel,Spain,6357.6,45,100.0,Shipped
2004-02-26,Classic Cars,Collectable Mini Designs Co.,USA,7343.9,46,100.0,Shipped
2004-04-13,Classic Cars,Osaka Souveniers Co.,Japan,5959.22,37,100.0,Shipped
2004-06-01,Classic Cars,"UK Collectables, Ltd.",UK,4029.38,31,100.0,Cancelled
2004-07-06,Classic Cars,L'ordine Souveniers,Italy,5035.14,33,100.0,Shipped
2004-08-06,Classic Cars,Signal Gift Stores,USA,4116.8,31,100.0,Shipped
2004-08-30,Classic Cars,"Vida Sport, Ltd",Switzerland,4310.55,27,100.0,Shipped
2003-10-05,Classic Cars,"Norway Gifts By Mail, Co.",Norway,6446.7,39,100.0,Shipped
2004-10-16,Classic Cars,Euro Shopping Channel,Spain,3616.64,32,100.0,Shipped
2004-11-04,Classic Cars,FunGiftIdeas.com,USA,4232.76,28,100.0,Shipped
2004-11-17,Classic Cars,Motor Mint Distributors Inc.,USA,1765.66,26,67.91,Shipped
2004-11-24,Classic Cars,Reims Collectables,France,3734.72,44,84.88,Shipped
2005-01-12,Classic Cars,Toys4GrownUps.com,USA,4808.38,46,100.0,Resolved
2005-02-10,Classic Cars,Euro Shopping Channel,Spain,2266.56,32,70.83,Shipped
